,,,,,,,,,,Runoff processes,,,,,,,,,,,,,,,,,,,Thresholds,,,,,,,,,,,,,,,,,,Maximum contribution of streamflow components (%),,,,,,,,,Controlling factors on SATURATION excess overland flow generation,,,,,,,,,Controlling factors on INFILTRATION excess overland flow generation,,,,,,,,Controlling factors on subsurface flow generation,,,,,,,,,,Controlling factors on stream runoff magnitude,,,,,,,,,,,,,Controlling factors on subsurface hydrological connectivity,,,,,,,,Model Temp scale,,Factors affecting model performance,,,,,,,,,,,,,,,,,
Catchment name,Size (km2),Climate class,MAP (mm),Country,Continent,Forest type,Longitude,Latitude,References,Ch. Precip,SEOF,IEOF,SubFlow,Slow/deep SubFlow,Return flow/interflow,Vertical flow,Lateral flow,Preferential flow (no specifica vert/lat),Macropore flow (no specifical vert/lat),Vertical preferential flow,Lateral preferential flow,Pipe flow,Matrix flow,(Perched) WT/GW dynamics and changes in GW storage,Filling of subsurface depressions /fill and spill,Subsurface hillslope-stream connectivity,Water movement through bedrock or at the soil/bedrock interface (either SubFlow or GW rise),Dynamics of saturated areas,Thresholds,Soil moisture- streamflow threshold,Soil moisture and rainfall -streamflow threshold,Subsurface connectivity - streamflow threshold,Rainfall-Subsurface connectivity threshold,Soil moisture -groundwater threshold,Rainfall - growundwater threshold,Rainfall - streamflow threshold,Groundwater - streamflow threshold,Soil moisture-subsurface flow threshold,Rainfall -suburface flow threshold,Streamflow-EC trheshold,Rainfall -new water threshold,New water - streamflow threshold,Soil moisture -ET threshold,Catchment area - streamflow threshold,Soil moisture -  overland flow threshold,Rainfall - overland flow threshold,Rainfall,Snow/Snowmelt,Throughfall,Soil  water,Groundwater and springs,Overland flow and surface water,Subsurface water,Event water ,Pre-event water,Storm characteristics (intensity/amount),Groundwater dynamics,Wetness conditions,Soil repellency,Soil impervouness,Soil Organic layer ,Ksat (soil conductivity),Understory vegetation,Geomorphic features (including riparian area) and microtopography and macrotopography,Storm characteristics (intensity/amount),Groundwater dynamics,Wetness conditions,Soil impervouness/repellency (including hydrophobicity and frozen soil),Soil Organic layer ,Ksat (soil conductivity),Understory vegetation,Geomorphic features (including riparian area) and microtopography and macrotopography (linear structures),Preferential flow,Rainfall Amount,Rainfall Intensity,Antecedent conditions,"Hydraulic conductivity, soil horizons, mineral/organic layers, infiltration capacity",Macropore/mesopore shape/extension,Soil depth,"Living/decayed roots, pipes and soil cracks","Topographic properties (slope, TWI, hillslope morphology)","Bedrock leackage, bedrock topography, bedrock fracturation",Precipitation amount*,Precipitation intensity,Precipitation  seasonality,Snowmelt volume,"SWE, snow depth and properties","Antecedent soil moisture, soil moisture deficit and saturation patterns",Antecedent water table depth and storage,"Forest type, interception and tree transpiration","Geological, topographic and geomorphological  setting","Catchment elevation for snowmelt and reduction ET, temp",Catchment size and/or stream (network) size,"Soil properties (including frozen soil, soil depth, ksat and hydrophobicity)",Hydrological connectivity,Rainfall/snowmelt intensity,Hillslope/catchment topography,Saturation of riparian areas / high antecedent conditions,Overland flow,Permafrost patterns,Seasonality,Vegetation patterns,"Soil structure, impeding layers",Event scale/daily scale,Seasonal/annual/multi-annual scale,ET (including stomatal resistance),"LAI, biomass, vegetation height","Soil properties (hydraulic conduct., soil saturation, soil depth)","Temperature, Snowpack/snowmelt dynamics",Antecedent rainfall and rainfall amount,Antecedent water table,Antecedent soil moisture,Soil storage capacity,Topography and geology,Elevation,Flow along soil-bedrock interface,"Catchment size, spatial distribution Q or snowmelt in subcatchments",,,,,,
Gordon Gulch,0.95,D,532,USA,NA,0,-105.4833333,40,"Hinkley et al., 2014; Cowie et al., 2017",,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,33,56,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,1,,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Green river,107.66,D,1384,USA,NA,2,-72.67111111,42.70333333,"Clark et al., 2017",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,
"Greenbrier River at Buckeye, WV",1399,D,1232.6,USA,NA,2,-80.1,38.2,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"Greenbrier River at Durbin, WV",344,D,1299.3,USA,NA,2,-79.8,38.5,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Griffith Creek,0.11,C,2184,Canada,NA,0,-122.5666667,49.26666667,"Leach and Moore, 2015",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,0.0031,C,1580,China,AS,2,119.7833333,30.56666667,"Han et al., 2020",,1,1,1,,,,1,1,,1,,,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,1,,,1,,,,,,,1,1,,,,1,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Habrůvka,0.5,D,610,Czech Republic,EU,2,16.75027778,49.29527778,"Deutscher et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hachioji,0.022,C,1600,Japan,AS,2,139.3,35.65,"Tanaka et al., 1996",,1,,1,,,,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96,,1,1,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hadley Creek at Kinderhook, IL",188,D,971.4,USA,NA,2,-91.1,39.7,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Hakyuchi,0.00178,C,1601,Japan,AS,2,139,36,"Kubota and Sivapalan, 1995; Uchida et al., 2005",,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardwood Brook,15,D,965,USA,NA,2,-67.9891667,46.9891667,"Sthapit et al., 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,
Harp 4-21,0.037,D,1033,Canada,NA,2,-79.16666667,45.41666667,"Maclean et al., 1995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,67,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harp Lake catchment HP0,5.42,D,1022,Canada,NA,2,-79.16666667,45.41666667,"Fu et al., 2014",,,1,1,,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Harp Lake catchment HP3,0.226,D,1022,Canada,NA,2,-79.16666667,45.41666667,"Fu et al., 2014",,,1,1,,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Harp Lake catchment HP3a,0.196,D,1022,Canada,NA,2,-79.16666667,45.41666667,"Fu et al., 2014",,,1,1,,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Harp Lake catchment HP4,1.1909,D,1022,Canada,NA,2,-79.16666667,45.41666667,"Fu et al., 2014",,,1,1,,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Harp Lake catchment HP5,1.905,D,1022,Canada,NA,2,-79.16666667,45.41666667,"Fu et al., 2014",,,1,1,,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Harp Lake catchment HP6,0.0997,D,1022,Canada,NA,2,-79.16666667,45.41666667,"Fu et al., 2014",,,1,1,,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Harp Lake catchment HP6a,0.1528,D,1022,Canada,NA,2,-79.16666667,45.41666667,"Fu et al., 2014",,,1,1,,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Harra,2.8,B,807,Tanzania,AF,0,35.78333333,-4.216666667,"Sandstrom et al., 1996",,,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hat C NR Hat Creek, CA",420,C,1261.3,USA,NA,2,-121.4,40.7,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Havikpak,16.4,D,241,Canada,NA,2,-133.4666667,68.33333333,"Krogh et al., 2017",,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,,,,,,,,,,
"Hazel River at Rixeyville, VA",738,C,1178,USA,NA,2,-78,38.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"Henry Fork near Henry River, NC",215,C,1310.9,USA,NA,2,-81.4,35.7,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Hermine,0.051,D,1100,Canada,NA,2,-74.01666667,45.81666667,"Biron et al., 1999; O'Brien et al., 1993; Ali et al., 2010a,b; Ali and Roy, 2010",,,1,1,1,,1,1,1,,,,,,1,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,,58,56,48,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,1,1,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Heumoeser,0.95,D,2155,Austria,EU,2,9.746277778,47.35005556,"Wienhoefer etal., 2009",,,,1,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidegvız–völgy,6,D,750,Hungary,EU,2,16.43333333,47.66666667,"Szilagyi et al., 2008",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,
Hikimi,352,C,1799,Japan,AS,2,132,34.56,"Mulungu et al., 2005",,1,,1,,1,,,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,,,,,,,,,
Hill in Los Alamos Nat Lab,0.00128,C,711,USA,NA,2,-106.2833333,35.88333333,"Mahmood and Vivoni, 2014",,1,1,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,1,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,
Hitachi Ohta EB,0.1568,C,1485,Japan,AS,1,140.5833333,36.56666667,"Sidle et al., 1995; 2000; 2001",1,,,1,,1,,,1,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitachi Ohta FA,0.0084,C,1485,Japan,AS,1,140.5833333,36.56666667,"Sidle et al., 1995; 2000; 2001",1,1,,1,,1,,,1,1,,1,,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,1,,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,,,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitachi Ohta FB,0.0248,C,1485,Japan,AS,1,140.5833333,36.56666667,"Sidle et al., 1995; 2000; 2001",1,1,,1,,1,,,1,1,,1,,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,,,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitachi Ohta ZB,0.0025,C,1485,Japan,AS,1,140.5833333,36.56666667,"Sidle et al., 1995; 2000; 2001",1,1,,1,,1,,,1,1,,1,,1,1,,,1,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,,,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ Andrews Look Out,62.42,C,2500,USA,NA,0, -122.23056500,44.21342965,"Qu et al., 2013; Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,
HJ Andrews Mack,5.81,C,2500,USA,NA,0, -122.23056500,44.21342965,"Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ Andrews WS01,0.958,C,2500,USA,NA,0, -122.23056500,44.21342965,"Voltz et al., 2013",,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ Andrews WS02,0.6,C,2500,USA,NA,0, -122.23056500,44.21342965,"Post and Jones, 2001; Tague and Brand, 2001; Moore et al,, 2011 ",,,,1,1,,,1,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,,1,,,,1,,,,,,,,,,,1,1,,1,,,,1,,1,,,,,,,,,
HJ Andrews WS03,0.017,C,2500,USA,NA,0, -122.23056500,44.21342965,"Wemple et al., 2003; Mirus et al., 2011; Mirus and Loague, 2013; Voltz et al., 2013",,1,1,1,,,,,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,,,,1,,,,1,,,,1,,1,1,,1,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
HJ Andrews WS08,0.21,C,2500,USA,NA,0, -122.23056500,44.21342965,"Post and Jones, 2001",,,,1,1,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ Andrews WS09,0.09,C,2500,USA,NA,0, -122.23056500,44.21342965,"Post and Jones, 2001",,,,1,1,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ Andrews WS10,0.101,C,2500,USA,NA,0, -122.23056500,44.21342965,"Qu et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,
HOH,0.89,C,3145,USA,NA,0,-123.8922028,47.86916254,"Devine et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holzbach,2.2,C,1160,Germany,EU,2,7.5,49.83333333,"Butzen et al., 2014",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard Brook  HB25,0.251,C,1400,USA,NA,0,-71.75,43.93333333,"Jensen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard Brook  WS1,0.12,C,1400,USA,NA,0,-71.75,43.93333333,"Post and Jones, 2001; Hogan and Blum, 2003",,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,40,,18,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard Brook  WS3 (W3-H),0.028,C,1400,USA,NA,0,-71.75,43.93333333,"Fuss et al., 2016",,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,40,,20,,,,,69,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard Brook  WS3 (W3-L),0.424,C,1400,USA,NA,0,-71.75,43.93333333,"Post et al., 2001; Detty and McGuire, 2010; Tedela et al., 2012; Fuss et al., 2016; Jensen et al., 2017; Pennino et al., 2024",,,,1,,,1,1,1,1,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,31,34,,9,,,,,80,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,1,1,,,1,1,1,1,,1,,,,1,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,
Hubbard Brook  WS5,0.219,C,1400,USA,NA,0,-71.75,43.93333333,"Tedela et al., 2012",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Hubbard Brook  WS6,0.134,C,1400,USA,NA,0,-71.75,43.93333333,"Post and Jones, 2001; Fuss et al., 2016; Jensen et al., 2017",,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,34,32,,33,,,,,71,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard Brook  WS7,0.76,C,1400,USA,NA,0,-71.75,43.93333333,"Post and Jones, 2001",,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard Brook  WS8,0.59,C,1400,USA,NA,0,-71.75,43.93333333,"Post and Jones, 2001",,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huewelerbach,2.7,C,740,Luxembourg,EU,2,6,50,"Butzen et al., 2014",,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hughes River at Cisco, WV",1173,D,1145.7,USA,NA,2,-81.3,39.1,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Independence Creek,7.7,C,850,USA,NA,2,-120.2411111,39.43222222,"Kirchner et al., 2020",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inglabaga,114.5,C,763,Spain,EU,2,1.533333333,42.03333333,"Tuset et al., 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inokawa,5,C,2304,Japan,AS,1,140.1,35.2,"Egusa et al., 2016",,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikari River S-NA,5.1,D,1204,Japan,AS,2,142,43.4,"Iwasaki et al., 2021",,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikari River S-PO,3.64,D,1204,Japan,AS,2,142,43.1,"Iwasaki et al., 2021",,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikari River S-SE,8.5,D,1204,Japan,AS,2,141.9,43.2,"Iwasaki et al., 2021",,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikari River V-IS,35.33,D,1204,Japan,AS,2,142.6,43.8,"Iwasaki et al., 2021",,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikari River V-PE,28.67,D,1204,Japan,AS,2,142.7,43.7,"Iwasaki et al., 2021",,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikari RiverV-KU,15.13,D,1204,Japan,AS,2,142.6,43.7,"Iwasaki et al., 2021",,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jacob Fork at Ramsey, NC",67,C,1364.8,USA,NA,2,-81.6,35.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Jalovecký ,22.2,D,1570,Slovakia,EU,0,19.64555556,49.16277778,"Holko et al., 2011",,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,13,,,100,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamieson Creek,3,D,3450,Canada,NA,0,-120.2833333,50.88333333,"Loukas and Dalezios, 2000",,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiaokou,259,C,2000,China,AS,2,112.4333333,26.08333333,"Du et al., 2007",,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,
Jozankei,0.0201,C,1253,Japan,AS,0,141.1666667,42.98333333,"Uchida et al., 2005",,,,1,,,,,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyugei #2,0.089,C,2228,Japan,AS,0,138.8333333,34.68333333,"Im et al., 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,
